,timestamp,user,communication_number,communication_id,script_id,script_name,mrf,client_mrf,script_owner,current_script_owner,script_responsible,current_script_responsible,crm_departament,ACCOUNT_NUMBER,CALLER_ID,COMMUNICATION_THEME,COMMUNICATION_DETAIL,COMMUNICATION_RESULT
40,2024-04-09 21:07:21.307,user_03,344175369,53150993.0,17424b97-bf0a-45f9-9ce2-062eb39f3c37,Проблема с интернетом,Волга,Волга,,,,,,,,,,
41,2024-04-09 21:07:21.614,user_03,344175369,53150993.0,17424b97-bf0a-45f9-9ce2-062eb39f3c37,Проблема с интернетом,Волга,Волга,owner_03,current_script_owner_04,script_responsible_03,current_script_responsible_10,ЦОО,,,,,
42,2024-04-09 21:07:21.706,user_03,344175369,53150993.0,17424b97-bf0a-45f9-9ce2-062eb39f3c37,Проблема с интернетом,Волга,Волга,owner_03,current_script_owner_06,script_responsible_03,current_script_responsible_04,ЦОО,,,,,
43,2024-04-09 21:07:21.796,user_03,344175369,53150993.0,17424b97-bf0a-45f9-9ce2-062eb39f3c37,Проблема с интернетом,Волга,Волга,owner_03,current_script_owner_04,script_responsible_03,current_script_responsible_10,ЦОО,,,,,
44,2024-04-09 21:35:49.686,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
45,2024-04-09 21:35:49.877,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
46,2024-04-09 21:35:49.955,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
47,2024-04-09 21:35:50.985,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
48,2024-04-09 21:35:51.062,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
49,2024-04-09 21:35:51.190,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,account_number_1,,,,
50,2024-04-09 21:35:51.306,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
51,2024-04-09 21:35:51.339,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
52,2024-04-09 21:35:51.536,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,,,Волга,,,,,,account_number_1,,,,
53,2024-04-09 21:35:51.609,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_14,Соц.сети,,,,,
54,2024-04-09 21:35:51.963,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
55,2024-04-09 21:35:52.018,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
56,2024-04-09 21:35:52.432,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,account_number_1,,,,
57,2024-04-09 21:35:52.576,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
58,2024-04-09 21:35:52.577,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
59,2024-04-09 21:35:52.861,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,account_number_1,,,,
60,2024-04-09 21:35:53.159,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
61,2024-04-09 21:35:54.013,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
62,2024-04-09 21:35:54.506,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
63,2024-04-09 21:35:54.702,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
64,2024-04-09 21:35:54.787,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
65,2024-04-09 21:35:54.888,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
66,2024-04-09 21:35:54.991,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
67,2024-04-09 21:35:55.112,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
68,2024-04-09 21:35:55.396,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,account_number_1,,,,
69,2024-04-09 21:35:55.512,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
70,2024-04-09 21:36:26.450,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
71,2024-04-09 21:36:26.686,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
72,2024-04-09 21:36:26.969,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,,,,,,account_number_3,,,,
73,2024-04-09 21:36:29.754,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
74,2024-04-09 21:36:33.678,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
75,2024-04-09 21:36:33.755,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
76,2024-04-09 21:36:33.825,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
77,2024-04-09 21:36:33.905,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
78,2024-04-09 21:36:33.978,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
79,2024-04-09 21:36:34.061,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
80,2024-04-09 21:36:34.152,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
81,2024-04-09 21:36:34.235,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
82,2024-04-09 21:44:16.630,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
83,2024-04-09 21:44:16.721,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
84,2024-04-09 21:44:16.828,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,Соц.сети,,,,,
85,2024-04-09 21:44:17.180,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_04,script_responsible_01,current_script_responsible_04,КМ ЕКЦ,,,,,
86,2024-04-09 21:44:17.324,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_04,script_responsible_01,current_script_responsible_04,КМ ЕКЦ,,,,,
87,2024-04-09 21:44:17.400,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_04,script_responsible_01,current_script_responsible_04,КМ ЕКЦ,account_number_1,,,,
88,2024-04-09 21:44:18.454,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_04,script_responsible_01,current_script_responsible_04,КМ ЕКЦ,,get_contact_phone_0,,,
89,2024-04-09 21:44:18.545,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_04,script_responsible_01,current_script_responsible_04,КМ ЕКЦ,,,,,
90,2024-04-09 21:44:18.805,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,КМ ЕКЦ,account_number_1,,,,
91,2024-04-09 21:44:18.858,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,КМ ЕКЦ,,,,,
92,2024-04-09 21:44:19.510,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,КМ ЕКЦ,,,,,
93,2024-04-09 21:44:19.614,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,КМ ЕКЦ,,,,,
94,2024-04-09 21:44:20.131,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,КМ ЕКЦ,,,,,
95,2024-04-09 21:44:20.450,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,КМ ЕКЦ,,,,,
96,2024-04-09 21:44:21.022,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,КМ ЕКЦ,,,,,
97,2024-04-09 21:44:21.322,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_05,КМ ЕКЦ,,,,,
98,2024-04-09 21:44:21.641,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_15,КМ ЕКЦ,,,,,
99,2024-04-09 21:44:22.120,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_02,script_responsible_01,current_script_responsible_02,КМ ЕКЦ,,,,,
100,2024-04-09 21:44:22.332,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_02,script_responsible_01,current_script_responsible_02,КМ ЕКЦ,,,,,
101,2024-04-09 21:44:22.720,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_02,script_responsible_01,current_script_responsible_02,КМ ЕКЦ,,,,,
102,2024-04-09 21:44:22.777,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_02,script_responsible_01,current_script_responsible_02,КМ ЕКЦ,,,,,
103,2024-04-09 21:44:23.072,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_14,КМ ЕКЦ,,,,,
104,2024-04-09 21:44:23.352,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_14,КМ ЕКЦ,,,,,
105,2024-04-09 21:44:23.489,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_05,script_responsible_01,current_script_responsible_14,КМ ЕКЦ,,,,,
106,2024-04-09 21:44:23.599,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_11,script_responsible_01,current_script_responsible_11,КМ ЕКЦ,,,,,
107,2024-04-09 21:44:23.885,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_15,КМ ЕКЦ,,,,,
108,2024-04-09 21:44:24.086,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_15,КМ ЕКЦ,,,,,
109,2024-04-09 21:44:24.872,user_01,344179414,,7e3cfde7-53a7-40a9-b814-c373df9d8d04,Удержание клиентов*,Волга,Волга,owner_01,current_script_owner_01,script_responsible_01,current_script_responsible_15,КМ ЕКЦ,,,,,
110,2024-04-09 21:00:07.121,user_03,344175369,53150993.0,17424b97-bf0a-45f9-9ce2-062eb39f3c37,Проблема с интернетом,Волга,Волга,owner_03,current_script_owner_06,script_responsible_03,current_script_responsible_04,ЦОО,,,,,
111,2024-04-09 21:00:07.279,user_03,344175369,53150993.0,17424b97-bf0a-45f9-9ce2-062eb39f3c37,Проблема с интернетом,Волга,Волга,owner_03,current_script_owner_06,script_responsible_03,current_script_responsible_04,ЦОО,,,,,
112,2024-04-09 21:00:07.280,user_03,344175369,53150993.0,17424b97-bf0a-45f9-9ce2-062eb39f3c37,Проблема с интернетом,Волга,Волга,owner_03,current_script_owner_06,script_responsible_03,current_script_responsible_04,ЦОО,,,,,
113,2024-04-09 21:00:07.857,user_03,344175369,53150993.0,17424b97-bf0a-45f9-9ce2-062eb39f3c37,Проблема с интернетом,Волга,Волга,owner_03,current_script_owner_06,script_responsible_03,current_script_responsible_04,ЦОО,,,,,
114,2024-04-09 21:00:27.104,user_03,344175369,53150993.0,17424b97-bf0a-45f9-9ce2-062eb39f3c37,Проблема с интернетом,Волга,Волга,owner_03,current_script_owner_06,script_responsible_03,current_script_responsible_04,ЦОО,,,,,
115,2024-04-09 21:00:27.279,user_03,344175369,53150993.0,17424b97-bf0a-45f9-9ce2-062eb39f3c37,Проблема с интернетом,Волга,Волга,owner_03,current_script_owner_06,script_responsible_03,current_script_responsible_04,ЦОО,,,,,
